username,tweet
syaaaayusof,"Sedap dooh brownies cookies @AkeemSharyzal &amp; @fendymojoo ni 😍 COD shahalam, b.jelutong,ttdi jaya,subang,Setia/chya &amp; denai Alam, glenmarie, batu3 . Rm20-(50pcs) &amp; rasa premium dark coklat + tkmanis.   https://t.co/tPAA2tvVhg  Bole beli thru shopee jgk 😍  https://t.co/uNbGTeVXbp  https://t.co/mpjcWtDpnE"
collect_kpop,WTS | LFB | HELP RT  Onhand and SEALED EXO Kai: Kai 1st Mini Album (Version Y)  ❤️P490 only ❤️MOP: COD or ShopeePay ❤️MOD: Shopee Checkout ❤️No POB ❤️With Freebies  https://t.co/SPFS3zlnlY
limitlessshopph,Shopee COD?? 🤔
pathplumeria,Also available for cod on Shopee!!  https://t.co/b50QDqOKO1   https://t.co/IRgXK3Eyl9
bangcztancart,"True Beauty OST Album Polaroid   SF9 Chani  G-Friend Yuju Ha Sungwoon  🏷 150  💵 bpi, gcash, bdo only no shopee checkout, cod 📦 ssd, ggx, lbc  ‼️ payo wts lfb ph  https://t.co/di3zEt6Z5H"
bangcztancart,"true beauty poster - onhand &amp; new 🏷 150  💵 bpi, gcash, bdo only no shopee checkout, cod 📦 ssd, ggx, lbc  ‼️ payo wts lfb ph eunwoo inyoup gayoung  https://t.co/nlVS633sgG"
allynsooonpa,WTS|LFB #BLACKPINK   -All items are sealed po &amp; onhand po. -Free delivery within PPC -COD outside palawan through shopee check out  Lisa 0327 vol 2 photobook w/ ktown4u pob -1700 Jennie Solo Special Edition w/ jennie pc - 1900  Take all - 3500  https://t.co/cBw4mF5TgM
bangcztancart,"jimin’s lipbalm 😗  mentholatum tone up cc in rose pink  🏷 290 + sf onhand ready to ship  rfs: i bought 2 of these &amp; didn’t like the formula 🥲  💵 bpi, gcash, bdo only no shopee checkout, cod 📦 ssd, ggx, lbc  ‼️ payo wts lfb ph bangtan bts  https://t.co/Eg0MOJo2Ov"
hn_yuni," https://t.co/RB8WEdF9DQ. olshop Yg mau COD boleh Cek aja di shopee olshop yunibeautyshop yah🥰👌👆 Realpick sesuai foto HN Asli✅ HN ORI✅ selalu ready stok Aman di pakai untuk ibu hamil dan ibu menyusui,,100%Original👌  https://t.co/dFGP5Tjoca"
halagoods,"✅ Pelunasan via shopee ✅ Bisa COD sekitaran Tebet ✅ Gift: Loey card, Fujifilm polaroid, Sticker ✅ Freebies by halagoods ————— Order/ask: DM/ chat ke line @001abwvg Wts tas bag park chanyeol exo loey indonesia ina"
bissanshop,Twice Summer Nights     -Unsealed     -PB+CD (Sana) + Puzzle keme di ko alam tawag T _ T     -9/10 Condition (may sirang page pero complete pages..dm us for photo)     💰330 (5 days after ordering)  Shopee COD: https://t.co/J7DgQihDmK  https://t.co/VaAo64TL59
nikkimchii,San kaya mapupunta yung COD na binabayad kahit wala naman sa Shopee mismo na order???
bissanshop,Twicetagram    -Unsealed    -OB+PB+CD (momo)    -8.8/10 condition    💰350 (5 days after ordering)  Shopee COD:  https://t.co/2pdt6sPK1S  https://t.co/xPVi5DZenJ
bangcztancart,"onhand bts wings i album - unsealed with rm (mint) &amp;  jimin (with sticker &amp; marks) pc 🏷 700  💵 bpi, gcash, bdo only no shopee checkout, cod 📦 ssd, ggx, lbc  ‼️ payo wts lfb ph bangtan namjoon joon photocard  https://t.co/EO16dRM9jg"
konestopph,#KOSPH_Budol #BTS FESTA D-DAY CALENDAR 2021 TINGI PH NORMAL ETA DOP: JUNE 30 (70%); 30%+LSF upon PH MOP: GCASH MOD: GGX NO COD NO SHOPEE CHECKOUT NO DELETING OF COMMENTS = BLOCKED ‼️ALL SLOTS MUST TAKEN TO PUSH THROUGH‼️ ☑️MINE+CODE tags wts lfb wtb lfs bts festa d-day tingi  https://t.co/MhAAmA16Vs
shopee_cod,"Ngeliat perpisahan santri baru sama org tuanya jadi inget awal awal pas masuk pondok dulu :"""
itslyndxeeeeeee,:COD via shopee checkout sis  :COD ba yan?  MADIKON!
aiurskieess,"[WTS] help rt/like  ALL PC YG ADA DI GAMBAR  Damage? Harap perhatikan condi baik2. Tapi, insyaAllah aman jaya sentosa gaada damage.  ✅Ready INA ✅inc packing &amp; admin ✅Ready COD Jabodebek, ✅Bisa Shopee tp harga beda;(  ✅Boleh nego tipis ❌No Keep/Book  https://t.co/sFXWX29JTO"
hyunjuntae,"wts / lfb ph only  • Mark WAS PC • Johnny Dibdib POB • Taeil Depa PC • Jisung Tin Case PC  — 950 php  MOP: GCash MOD: Shopee C/O but no COD  DOP: 3 days reservation  reply: ""mine"" to claim!  — dm for inquires  🏷: mark lee johnny suh seo park jisung moon taeil nct u dream 127  https://t.co/Wc7h9urTcg"
seoulcartsph,#SeoulCartsON  ✨ Onhand TWICE Fancy Album unsealed  ✨ cd + pb + ob (nayeon cd) ✨ 300PHP ✨ DOP: 3 Days to pay ✨ shopee or ggx (sf is cod for ggx)  reply ‘mine + fancy you’  [HELP RT]  https://t.co/zXlPFp6jJt
sarangphshop,Selling [ONHAND/SEALED/COD] Baekhyun 3rd Mini Album Bambi with POB for ₱850 - ₱950. Get it on Shopee now!  https://t.co/jL59sABrr9
seventeencaseph,"WTS/LFB  Seventeen bubble head popsocket with resin top coat🤯  💸30php 🚛shopee checkout via jnt 💳gcash, cod thru shopee  (Available to all memebers) 💌dm for orders and inquiries ✨ #svtcase #svtcaseph  https://t.co/LOPXLUDtch"
lezzgetitbrian,"WTS / LFB ph [HELP RT]  DAY6 TBOU: NEGENTROPY ALBUM SET FIRST PRESS WITH POB POSTER AND PACKAGE BOX  — will arrive by June — 1, 920 php Dop: within one week / once onhand na Mop: gcash or shopee cod  https://t.co/U6tFxxqEY3"
1314august,Shopee kok saya nggak dikasih gratis ongkir untuk cod :) @ShopeeID
gelasan3saudara,#flashsale #shopee #cod #jnt  https://t.co/gRFXXE7q3z #gelasan #layangan #lomba #murah #bali #kalimantan #ntb #ntt #riau #maluku #manado #papua joss gandhos
eonjenasope,🙏🏼PLS RT🇵🇭 (WTS/LFB)  💚 NCT Bundle: 650+sf - kihnos no pc/no postcards - fc emblem flag+emblem badge sealed - 2 kihnos + 1 fc outbox + 1 flag + 1 badge - all official - all in good condition  250 gcash PAYO + 400 shopee COD  https://t.co/214vAAWnNX
dickysildian,"Ini bagian gudang anda minta dibayar dahulu ya padahal ini COD. Dan di apk shopee sudah dibatalkan. Estimasi barang dari tanggal 10 mei, ini udh tanggal 30 Mei barang belum datang"
dickysildian,@jntexpressid halo jnt bagaimana dengan pesanan saya ini ya JP2973878635. Dari pihak shopee barang gagal dikirimkan karena saya menolak. Lah barang belum sampe kesaya kok. Terus kemarin dihubungin jnt buat suruh bayar harga paket buat dikirim karena saya fitur COD  https://t.co/YL34g2wveN
chaebomindara,Winner Album/Mino Album/Jinu/Yoon (kung merong cross pls 🤧 let me know)  2NE1 2nd mini album  Onlyoneof (any album)   - Budget: 150-300  - can do shopee cod  Pabilhin niyo na akoooo  Tags: Kang Seung Yoon Song Mino minho kim jinu jinwoo lee sung hoon hoony wts lfb 2NE1 OnlyOneOf
winggatamaa,aku pake shopee cod tp kok ga ketemu tukul
gelasan3saudara,ada flash sale toko jam 18.00 wib sebentar lagi di toko kami  https://t.co/pc341aDx2M #gelasan #layangan #toko #flash #sale #lomba #gelasantigasaudara #shopee #cod #jnt #kurir #gratisongkir
bngtntrsh_twt,@imLouise6 I have can do cod via shopee
fcknstupidsmh,@memefess shopee cod
jasmineclairiee,tiktok&gt;shopee&gt;ig&gt;twt  quit cod na me CHOSWHAHAHAH
icebearsells,Nagdagdag ako 20 pesos for the shopee fees. Mop and mod is thru shopee na rin. Can do cod basta sure buyer pls!! 😄
smeraldo_ph,"#SmeraldoOnhand   ❗❗ RUSH SALE ❗❗  - MOTS: Persons v. 4 - OB + CD + PB + Filmstrip + Note + Freebie from KR fans + Freebies from us - With discoloration on the spine - 250 (230 if payo) - add 50 for COD - Shopee co, SDD ( Lalamove or Toktok)  https://t.co/O0Fm0eieVT"
zeefa15745695,WTB JISOO BUCKET HAT PC INA ONLY🇮🇩  HARGANYA JANGAN MAHAL MAHAL YAAA KALO BISA 100-200k AJA  AKU BAYARNYA LEWAT COD SHOPEE YAAA😊
smeraldo_ph,"#SmeraldoOnhand   ❗❗ RUSH SALE ❗❗  - SMART × BTS pc - 100 ea - Less 10 pesos if you take more than 2 - Take all 7 for 680 - add 50 for COD - Shopee co, SDD (Lalamove or Toktok)  https://t.co/RO8vuxlWK5"
tokotamz,[TERBARU] COD Tas Tote Bag Batam Hijab Resleting Tamz Toko Ready Makassar seharga Rp27.515. Dapatkan produk ini hanya di Shopee!  https://t.co/j8SJJFLxi5 #ShopeeID  https://t.co/lBL8FQ46jR
marrahcreations,📌DARREN ESPANTO Fan-made Merchandise   🌟 Facemask  📝 Pre-Order Form:  https://t.co/YPSpJE0lvr 🏬 Shopee (COD):  https://t.co/GqqqNprqPZ  #DarrenEspanto #MarrahCreations_DARREN  https://t.co/jygiXNDDLz
smeraldo_ph,"#SmeraldoOnhand   ❗❗ RUSH SALE ❗❗  - BTS Billboard Magz. LE  - Magazine + Poster + Freebies - 500 ea (480 if payo) - add 50 for COD - Shopee co, SDD (lalamove or toktok)  https://t.co/LJmdqW8YPR"
smeraldo_ph,Guys you can also check our Shopee account for on hand merches that's available for COD. It's at '@Smeraldoph' 😊✨
cielksph,✨DICON JAPAN Special Ed. Tingi✨  🗓DOP: Long DOP 🚚MOD: Shopee c/o 💵MOP: Full COD/ShopeePay 📦ETA: July ❕Secured  mine + item  🏷help rt wts lfb wtb lfs ph only go bts bangtan rm namjoon jin seokjin suga yoongi jhope hobi jimin v taehyung jungkook pc photocard merch photobook  https://t.co/egGYxoyscM
smeraldo_ph,"#SmeraldoOnhand   ❗❗ RUSH SALE ❗❗   - LY : HER v. L,O &amp; E - OB + CD + PB + Freebies - 220 ea (200 if payo) - 600 take all (580 if payo) - add 50 for COD - Shopee co, SDD ( Lalamove or Toktok)  PLS HELP RT!❣  https://t.co/JBGyNIbWEy"
shakirahbeaute,"@zarzoubeautyHQ Hi Agent Perak here! 💃 ✅All items ready stock  ✅Free postage on shopee  https://t.co/DiHqJ6G9Bd  Sesiapa nak COD product ZarZou, Jelitakl, Kayman, Alluskin &amp; Temyracle  ✅Lumut  ✅Sitiawan  ✅Lekir ✅Sg wangi ✅Ayer tawar  🏡 Self pick-up= Seri Manjung    https://t.co/I1FIA8zgjY  https://t.co/yOZ4wTrgzn"
bokuakaangst,@humbingpunnies Thank you! Ahahaha hnd nya rin ako siningil sa mga shopee packages na dumating sa bahay namin na cod ahahahhaa dnkskakak #bestdad
pqrsyifarp,@yozxhe Pake shopee cod bang
cilordadakan,@txtdrkaumbengek Ya allah bisa COD shopee beratus kali itu gua ;)
m0gaga,@Jk_biceps akala ko shopee cod fleaze ✋😭 HAHHSJDBBXHSHS
ihsan_riz,"kalo emang mau COD ya beneran COD tanpa prlu melibatkan jasa pengiriman kyak J&amp;T dll, &amp; jg knpa mau ngirim brang pdhal baru bayar ""ongkir doang"", klo gw jd seller sih bru dikirim klo trf full ""harga+ongkir"" utk case trf direct tnpa ada phak ketiga kyak BL/TOKPED/SHOPEE"
nikicarteu,"Mini Decluttering sale of my Enhypen, TXT, and BTS postcards. Price starts @ 180 pesos. ‼️FULL COD‼️  shopee link:  https://t.co/F2wScGP9SD  https://t.co/mTCAqfxFwt"
rawoo_ph,Lapag ko mamayang gabi yung onhands after ko magsend ng shopee links.Pedeng COD via shopee.Just add 30 pesos.  Nct kihnos - 179 php each  Ateez fever pt.2 -129 php each  Nct Punch Album-199 php eac  See yahh
byface_,@ketengahketepi Hello lovelies! 🦋  READY STOCK❗ READY STOCK❗  Kayman Beauty JelitaKL  Zarzou Beauty Alluskin  Free shipping Shopee ⤵️  https://t.co/uf4sFK2Cz6  [SABAH]  https://t.co/2x87e5HO32  COD available  ☑️Subang jaya  ☑️Tawau  📱 https://t.co/4nxXqJ8lgW  https://t.co/C4wTx7xD3Z
teumeshaven,PH GO (Davao City)  TRUZ ACRYLIC KEYCHAINS by  @cweyons   Pre-order available for full COD thru shopee  https://t.co/CkjvpCUg53  - 1 to 2 weeks for production - 1 to 3 weeks ETA  PHP 249 each  https://t.co/Tg1bY0RCQn
youmakemydei,"[WTS/LFB] PH STRAY KIDS CLIO PHOTOCARD   - set for 1.7k (payo 1.6) - onhand - unopened - 2 days reservation - can do tingi pero dapat makuha lahat  dm/reply to buy mop: gcash, psbank, shopee checkout, cod  mod: gogoxpress  skz wtb lfs lee minho lee know bang chan changbin pc  https://t.co/hz8qLrH02S"
rendhezvous1,"kasian mamaku youtubenya masih ada shopee cod shopee cod, premium bangga😎"
_meesa_,"@NAVILLEBLU Pernah kejadian nih, bapak w tapi itu ngambil data di fb. COD 130an di sangka barang punya w taunya bukan. Di kirim lewat Shopee, ngambil data di FB. Kok bisa kirim padahal gak pernah cekout, pas tanya bapak juga sama sekali gak pernah order, tapi nama dan alamat bener"
rauhlcookies,@broniskitchen Hello! I ada jual boleh beli thru shopee  https://t.co/wXgYvWCbjf :) kalau nak cod boleh dm!
crunchypuchong,@intanurhaslinda Hi awak!  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/mjnGHFFyFS
crunchypuchong,@FaaizIbaa Hi awak!  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/08gvxMVUkZ
jeonhope47,@KPOPVSCOSHOPPH SUPPORT! If ever gagawa po ba kayo ng shopee acc? Then kung pwede COD? 😁
icebergph,FOR SHOPEE C/O  https://t.co/dSKZpjBvak ALL ITEMS ARE COD ✅
radleicu,"WTB   ~ Jeno cafe ~ Harga waras  Kalau bisa ready ina, bisa shopee atau kalau nggak cod (jogja)  📩 Dm kalau ada yg mau jual 😬  https://t.co/wvEA7nwe2r"
myiceprince_jin,"ic wts lfb ph  orul82 (pb, cd, group pc) 💛 480  jk set (2 pcs, postcard)  💛 220  be deluxe poster + making book (making book has minimal dirt &amp; crease) 💛 130  MOP: Gcash *COD is allowed but may additional fees lang *Or it can be PAYO and SF can be paid via COD Shopee check out  https://t.co/Jt4Zo6S1kz"
jroan__,inyo nalang tropa ko cod sa shopee lang alam😃
kss_ph,"✨ONHAND TREASURE THE FIRST STEP : CHAPTER THREE (w/ KTOWN4U POB AND POSTER)    ✅ONHAND  ✅First Press ✅P1,050 ✅Can do COD via Shopee link:  https://t.co/hCa9DBWfFx  https://t.co/EFAn37ff9a"
mysaranewrie,@ketengahketepi COD BOUGAS BEAUTY &amp; OBSESS COSMETICS AVAILABLE❗️❗️ ✅ SETIAWANGSA ✅ TAMAN MELATI UTAMA ✅ SETAPAK ✅ KERAMAT ✅ WANGSA MAJU ✅ UKAY PERDANA .  https://t.co/ZERvbezxHI  Kedai Shopee : Mysara Newrie  https://t.co/oq7U3EdCiH
intanaina10,"@ketengahketepi Terima kasih Bina,  Hi, Aina jual Sambal hitam Mak Engku, Salted egg Peyek &amp; Totilla  Boleh COD area Bangi/Kajang  Shopee:  https://t.co/X1DxWL1BB7"
kss_ph,"✨ONHAND TREASURE THE FIRST STEP : CHAPTER TWO (w/ KTOWN4U POB AND POSTER)    ✅ONHAND  ✅First Press ✅P1,050 ✅Can do COD via Shopee link:  https://t.co/HnTfbrk9MF  https://t.co/SXSQpvO2dN"
khithw,shopee cod cod
nick0nuck,"@kegblgnunfaedh @sariyantig Dilihat - lihat  Dulu kak, siapa tau minat😍 Bisa COD / Bayar di Tempat  ∆ Tokped  https://t.co/aihmnjvgZz   ∆ Shopee  https://t.co/mKehtOGYNH  https://t.co/DsHQr72tep"
nateeekly,@hascelnut Shopee cod bs gx y
zakkimutaqin,Meresahkan lah ini shopee COD. Hapusin aja lah
adamy0ngpret,hmmmm shopee cod
kindamisa,@crypthereals @Goldenricetoken shopee cod
minahearteuxoxo,"♡ 120 - lines 2, 3, 4 ♡ 150 - line 5 ♡ onhand, ready to ship! ♡ cod ✔ ♡ discounts for 3+  🏷wts lfb wtb lfb twice jeongyeon jihyo dahyun tzuyu fancy what is love wil summer nights ewo eyes wide open signal flower page two more and more m&amp;m tol shopee pc  https://t.co/rq2LEoxAFw"
breakablebubble,@shallseavey @westenthu Segera hilangkan shopee COD dari otak ku hei😭
crunchypuchong,@ketengahketepi Thankyouu and hi!  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/FRViVeKg2B
taejaecart,anyways i texted him na baka pwede bukas nalang ideliver and sabi niya iniwan nalang niya sa bintana since hindi naman cod and kilala niya na ko kasi siya always taga deliver ng shopee budols ko  https://t.co/OJgEymUecv
crunchypuchong,"@tashastic_ Hi awak , kalau awak suka choc saya prefer mocha sebab confirm tak muak  STOCK TINGGAL SIKIT JE NI AWAK😍 Boleh COD area Puchong 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/W4zs8zeTXb"
tokotamz,[TERBARU] Tas Tote Bag Reality Wanita COD Makassar Ready Toko Tamz dengan potongan 14%! Hanya Rp27.519. Dapatkan segera di Shopee!  https://t.co/jQdbL4ft9I #ShopeeID  https://t.co/DC9XBaN1rO
its_myccaaaa,Wts lfb ph cdo  Selling Art Appreciation Book (Mutya Publishing) for ₱300. Get it on Shopee now! COD  https://t.co/lNkBnRiN4b
shinryuuujiiin,"WTS/LFB  IT'Z me PCs Lia Black border 260 cod via Shopee, 250 if PAYO Hwangshin unit 230 cod via Shopee, 220 if PAYO Paris et ITZY photo essay 220 cod via Shopee, 200 if PAYO  Mop: gcash if PAYO Mod: shopee c/o or ggx within mm  Help RT @itzymarketplace  https://t.co/gWQmy9DzRQ"
mmichyeoganee,"I'm selling [ON-HAND | SEALED | COD] Rosé - First Single Album -R- for ₱950 - ₱1,280. Get it on Shopee now!  https://t.co/7VH2GqvNPF #ShopeePH  https://t.co/HpmMPjjGFG"
mmichyeoganee,"I'm selling [FULL COD | FAST ETA | UPS] EXO - Special Album [DON’T FIGHT THE FEELING] for ₱980 - ₱1,160. Get it on Shopee now!  https://t.co/qnn1QXNmbx #ShopeePH  https://t.co/LDfbJrJhtm"
mmichyeoganee,"I'm selling [COD | FAST ETA UPS] BamBam 1st Mini Album [riBBon] for ₱1,150. Get it on Shopee now!  https://t.co/AAdZdZEi1J #ShopeePH  https://t.co/oizN3ymERB"
kss_ph,💡ONHAND STRAY KIDS IN LIFE ALBUM ✅P950 ✅Can do COD via Shopee link:  https://t.co/i1qZTzwhXB  https://t.co/86iavnfl5v
dsreinaldy,Shopee cod shopee cod DUEL LANGSUNG DITEMPAT
imnotapeanutt,"td lagi liat ongkir barang di shopee eh tb tb kepncet buat pesanan mana cod lagi, tapi gpp barangnya ucul"
luticiascarves1,🧕🏼 eyelash cotton shawl 💴 SALE! save up to RM20 off 🛒 available for purchase thru shopee &amp; whatsapp  https://t.co/XkBnkfu4Uj 🚗 cod area: shah alam s13 &amp; bukit jelutong  https://t.co/vOjIo2lxBT
jkjnww,"wts lfb // ph only  - jam magno rare pcs - onhand - price range: 400 - 1k - mop: gcash, bank transfer, can do cod - mod: lalamove, shopee c/o, lbc - eta: normal eta  tags: jam magno, soloist, rare pcs  https://t.co/1tprjiVtqz"
cielksph,MOTS ON:E CPB SPECIAL SET Tingi (2nd PO)  *see pictures for prices  🗓DOP: Long DOP 🚚MOD: Shopee c/o 💵MOP: Full COD/ShopeePay 📦ETA: Normal ❕Will secure soon  mine + item   wts lfb ph only bts rm namjoon jin seokjin suga yoongi jhope hobi jimin v taehyung jungkook jk merch pc  https://t.co/R3QLnlXiy5
daegu_kshop,BT21 posters For 15php each+Sf MOP:COD MOD:shopee checkout  Mine+number  (1 is SOLD)  *folded* or +10 php for rolled:)  #DaeguKShoponhands  https://t.co/eRKuVvzlTB
hwangscart,can also do full COD through shopee ^^  https://t.co/mVaZobSwbn
bynaddee_,To purchase;  Shopee:  https://t.co/TLzXREilkz  Cod available: Kuala Nerus
nblmno,"@K_DramaIndo Kalo ada yang lagi cari baju baru, mampir yaaa kak. Freeong dan bisa COD via shopee. Untuk aqua+ seriesnya dijamin termuraaah! Ig :  https://t.co/uapQv37SOt Shopee :  https://t.co/aSgWkTMiGT  https://t.co/Mk4std3kFu"
kss_ph,"✨ONHAND BLACKPINK Official Lightstick ver.2 Limited Edition (with YG POB)  ✅ONHAND  ✅P2,500 ✅Can do COD via Shopee link:   https://t.co/AHQ0Dwl1fS  https://t.co/94Sm3xv7AL"
kss_ph,"✨BLACKPINK 1st FULL ALBUM [THE ALBUM] with KTOWN4U POB  ✅ONHAND  ✅P1,280 ✅Can choose POB ✅Can do COD via Shopee link:  https://t.co/YzS0eTG60I  https://t.co/rUeSU7HLTX"
gelasanopat,GELASAN OPAT SAWARGI Bisa di peroleh dengan COD di marketplace LAZADA DAN SHOPEE ##layangan
shallseavey,@westenthu maap tp yg terngiang hanyalah shoppe COD shopee COD
haoshiicart,➳ೃ༄* Seventeen An ode - Hope Version wishlist｡*ﾟ   wtb / lfs / ph  ✧ onhand ✧ mint/good condition ✧ MOP: COD for now ✧ MOD : GGX / Shopee checkout  https://t.co/ZiPA6uloET
parpirparpir,@erinajajan Hr ini terakhir po nih nder dp 200k dlu sisanya diindo dom jkt bisa pengiriman cod sekitaran jkt/shopee  https://t.co/MQyXu2exbh
kimsukijinph,"❗️Remaining slots for Batch 2. ❗️  ✅OB+Welcome Kit+D12+D11 - P350 ✅D4+D5 - P250  Per member set (5 pc - D9,7,6,3,2) ✅Namjoon - P280  💟DOP: 50% June 5, bal. once onhand 💟lalamove/ggx/shopee checkout only 💟thru gcash only/cod not applicable  https://t.co/tLZNegmtI9"
daegu_kshop,may want ba?  ASTRO SEALED ALBUM 2nd full album ALL yours Me version:1 slot Us version:1slot You Version:1slot For 1200+sf  Eta:june MOP:gcash(PAYO) MOD:shopee checkout(can do cod) Mine+ver #DaeguKShopUpdates  https://t.co/WP2rVg6UM2
queenppany,@volland___ @NAVILLEBLU @ppapermints Gue gatau hoax apa engga tapi beneran kejadian baru bgt kmrn. Pengiram cod atas nama mamah gue padahal aku shopee mamah gue aja udah dihapus dan gue gabelanja apa2 di shopee
etherealcsy,"WTS LFB  NCT 2018 EMPATHY DREAM VER. with Chenle diary PHP 350  NCT DREAM WE GO UP with stickers PHP 350  can do COD thru shopee (additional 15 pesos if direct shopee transaction)   rfs: need funds   pm me for proofs, pics, or questions ^^"
daegu_kshop,May want ba ng BTS BE Essential Poster? For 100php MOP:gcash(strictly no COD) MOD:shopee check out #DaeguKShoponhands
teume_jihoonie,WTS/LFB  BTS - BE ESSENTIAL ALBUM  1300 COD / 1100 PAYO  MOP: GCASH MOD: Shopee Checkout  https://t.co/FKgAstk8E5
beautgenix_,"Nak tambah dekat sini, fiqa still buat cod tapi area Subang Bestari sahaja‼️  ‼️Contactless delivery‼️  Yang jauh jauh postage je, free shipping shopee kayyy  📱 https://t.co/rT5MvkdOCk"
crunchypuchong,@mouthgasmcrunch Hi awak!  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/S3bOrc0GGr
balschology,"Shopee cod, shopee cod, bayar langsung dibentak"
chaeyeonmj,WTS LFB IZONE EYES ON ME ON SEOUL KIHNO KIT VER UNSEALED  SELLING AS TINGI NA   SHOPEE COD AVAILABLE  ALL INCLUSION EXCEPT PHOTOCARDS  dm me if interested  tags izone eunbi sakura hyewon yena chaeyeon chaewon minju nako hitomi yuri yujin wonyoung
marangg00,wtb lfs ph only  niki b:do dawn pc mop: shopee cod  please pauwiin niyo si niki ito nalang kulang ko para sa dawn🤧🤧  https://t.co/w4IqCY25uM
luvvskinn,@zarzoubeautyHQ Hawa ada buat postage &amp; boleh cod everyday ❤️  📍Puchong - USJ - Subang Jaya - Putra Heights - Seksyen 27/28  🌟 Self pickup: Puchong Permai 🌟 Loyalty card 🌟 Shopee free shipping   https://t.co/ZIwIhhxdqL
shopee_cod,@ngalamfess Ikan dori di deket alun2
taeoxocarts,@tyongfucart hi! pwede po ba cod via shopee? 🧍🏻‍♀️
taeoxocarts,pabili po sungchan ybc yung pwede mag shopee cod :( naka lock gcash acc ko 😭🤌🏻   asap pls huhu
saann____,Shopee cod shopee cod Bayar nyawa di tempat
shopee_cod,Hari ini menguji kesabaran banget
willyama,Sistem COD selalu Bermasalah Karena Kalau bayar Terus Barng ga sesuia MP sudah Terlanjur transfer Uang Ke Penjual.Prosesnya Lama Kadang Buyer Selalu kalah..kalau eBaY ada Waranty Retur..#Shopee #Tokopedia #marketplace
shopee_cod,@mianakalxixixi @cold_parfait Silahkan percaya apa enggak tp jgn asal ngejudge org boong ☺️  https://t.co/6nLkQCbXzH
shopee_cod,Jelek kali moodku siang ini gara2 grab 😭😭
cielksph,✨BTS FESTA D-DAY CALENDAR Tingi (Batch 2)✨  🗓DOP: Long DOP 💵MOP: Full COD/ShopeePay 🚚MOD: Shopee c/o 📦ETA: July ❕Secured  mine + item  wts lfb help rt pre order ph only go bts bangtan rm namjoon jin seokjin suga yoongi jhope hobi jimin v taehyung jungkook jk merch pc  https://t.co/UjZ1ap2TP7
sjkcart,for sale on hand  more &amp; more and eyes wide open photocards   Php 100 ea - m&amp;m pc Php 120 ea - ewo pc  • shopee checkout (cod available) • dm if u have questions  tags: twice marketplace ph wts lfb nayeon jeongyeon momo sana jihyo mina dahyun chaeyoung tzuyu  https://t.co/k8bCDGJfNH
sjkcart,for sale on hand  more &amp; more and eyes wide open album inclusions   100 ea poster 100 ea postcard set 100 ea message card 70 ea coaster  60 ea holo pc  shopee checkout (cod available)  tags: twice marketplace wts lfb nayeon jeongyeon momo sana jihyo mina dahyun chaeyoung tzuyu ph  https://t.co/3dko20qsre
katetete_,"@Merchizkpop mine na po wayv atw, awaken ver. (shopee cod)"
summernights_ph,FROM WEVERSE ❌COD 📦NORMAL ETA 🚚shopee c/o (sf only) DOP: JUNE 13
yadaikoga,Shopee cod shopee cod bayar langsung di gampar
yadaikoga,@914O1 shopee cod  shopee cod bayar langsung digampar
hyemhyemvv,@susruby PAKAI SHOPEE COD
iridescence9412,@ShopeePH SELLING PRELOVED STUFFED TOYS! #preloved #stuffedtoys  SHOPEE: merrygayle878 LOC: QC COMMONWEALTH || MOP: GCASH/COD || MOD: GOGO EXPRESS Send Full Address Info after Confirmation of your item. I will DIRECTLY book your parcel on GogoExpress (NO LINKS)  https://t.co/7D76mPrnI8
iridescence9412,SELLING PRELOVED STUFFED TOYS! #preloved #stuffedtoys  SHOPEE: merrygayle878 LOC: QC COMMONWEALTH || MOP: GCASH/COD || MOD: GOGO EXPRESS Send Full Address Info after Confirmation of your item. I will DIRECTLY book your parcel on GogoExpress (NO LINKS)  https://t.co/SnpSS3ikhT
yourplaceph,available for cod on shopee no additional fees ~
shoprosewell,"Pianta Bag 65K   Gratis dustbag dan ada promo khusus lainnya untuk kalian pengguna shopee seperti gratis ongkir, potongan ikuti toko sebesar 5k dll pembayaran bisa COD produk sangat terbatas😉  Link Order Shopee👇👇   https://t.co/qwvBZoroVA  https://t.co/472riNEgp8"
